District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Gadiguda,26-Feb-21,0,20.2,36.8,18.2,51.3,0,6.6
Adilabad,Gadiguda,27-Feb-21,0,18.6,36.7,23.2,46.9,0,6.3
Adilabad,Gadiguda,28-Feb-21,0,18.4,36.2,17.7,45.1,0,5.9
Adilabad,Gadiguda,01-Mar-21,0,24.1,37.3,16.7,41.8,0,6.5
Adilabad,Gadiguda,02-Mar-21,0,18.7,36.8,17.6,51.4,0,3
Adilabad,Gadiguda,03-Mar-21,0,15.1,37,14.5,48.3,0.1,6
Adilabad,Gadiguda,04-Mar-21,0,14.5,36.1,15.3,43.7,0,5.2
Adilabad,Gadiguda,05-Mar-21,0,20.3,37.7,10.4,41.1,0,7.2
Adilabad,Gadiguda,06-Mar-21,0,18.4,37.3,18,48.3,0,8.4
Adilabad,Gadiguda,07-Mar-21,0,17.7,36.2,13.3,42.5,0,6.7
Adilabad,Gadiguda,08-Mar-21,0,19.8,37.4,15.6,49.8,0,6.9
Adilabad,Gadiguda,09-Mar-21,0,22.7,37.2,18.8,60.9,0,10.8
Adilabad,Gadiguda,10-Mar-21,0,23.3,35.9,25.7,63.5,0,9.8
Adilabad,Gadiguda,11-Mar-21,0,23.1,36.6,23.1,65,0,8
Adilabad,Gadiguda,12-Mar-21,0,19.4,36.3,17.9,64.2,0.1,8.7
Adilabad,Gadiguda,13-Mar-21,0,21,36.2,21.4,71.3,0.5,10.5
Adilabad,Gadiguda,14-Mar-21,0,17.7,34.4,28.2,58.3,0,6.1
Adilabad,Gadiguda,15-Mar-21,0,18.8,36.6,21.6,45.1,0,4.2
Adilabad,Gadiguda,16-Mar-21,0,21,36.4,22,61.5,0,10.6
Adilabad,Gadiguda,17-Mar-21,0,22,35.8,26.7,59.2,0,7.3
Adilabad,Gadiguda,18-Mar-21,0,24.6,36.4,26.6,66,0,7.4
Adilabad,Gadiguda,19-Mar-21,0,23,35.4,33.4,70.4,0,11.9
Adilabad,Gadiguda,20-Mar-21,0,20.6,33.4,35.8,74.2,0,6.3
Adilabad,Gadiguda,21-Mar-21,0,19.6,33.7,34.6,75.2,0,6.5
Adilabad,Gadiguda,22-Mar-21,0,22,35.4,28.8,59,0,10.4
Adilabad,Gadiguda,23-Mar-21,0,23.3,35.2,30.5,61.9,0,8.6
Adilabad,Gadiguda,24-Mar-21,0,19.6,32.3,37.3,64.2,0,9.9
Adilabad,Gadiguda,25-Mar-21,0,23.1,35.2,30,57.8,0,8.5
Adilabad,Gadiguda,26-Mar-21,0,21.6,36.8,25.1,51.2,0,8.9
Adilabad,Gadiguda,27-Mar-21,0,20.6,36.6,22,34.5,0.3,10
Adilabad,Gadiguda,28-Mar-21,0,22.2,36.2,17.1,32.6,0,12.8
Adilabad,Gadiguda,29-Mar-21,0,23.3,38,14.3,43.6,0,16.7
Adilabad,Gadiguda,30-Mar-21,0,24.1,38.2,15.4,48.9,0,12
Adilabad,Gadiguda,31-Mar-21,0,26.7,38.1,16,63.3,0,21.4
Adilabad,Narnoor,01-Jan-21,0,15.9,28.3,41.9,73.9,0,1.9
